date,open,high,low,close,volume,code,change_pct
2025-03-10,3373.259,3375.798,3347.186,3366.163,45038083200,000001.SH,
2025-03-11,3335.439,3379.829,3334.831,3379.828,44846832300,000001.SH,0.405951821109074
2025-03-12,3385.685,3392.409,3370.22,3371.924,50219510000,000001.SH,-0.23385805431519469
2025-03-13,3371.095,3377.118,3341.118,3358.729,51901347900,000001.SH,-0.39131961455833864
2025-03-14,3361.686,3421.233,3360.606,3419.562,58266338800,000001.SH,1.8111910785300056
2025-03-17,3430.809,3436.352,3422.462,3426.129,51568513800,000001.SH,0.19204213873005305
2025-03-18,3434.565,3437.065,3423.301,3429.759,45491606300,000001.SH,0.10595047647068423
2025-03-19,3424.173,3439.046,3414.593,3426.429,44031629900,000001.SH,-0.09709136997672063
2025-03-20,3425.216,3427.045,3404.662,3408.948,45163068200,000001.SH,-0.5101812995395583
2025-03-21,3401.759,3414.709,3355.84,3364.831,52086263000,000001.SH,-1.2941529175569677
2025-03-24,3364.834,3373.694,3340.238,3370.028,51331026000,000001.SH,0.15445055041396483
2025-03-25,3370.001,3379.988,3361.046,3369.976,45635739300,000001.SH,-0.0015430138859295894
2025-03-26,3365.666,3382.342,3365.666,3368.697,42853377000,000001.SH,-0.03795279254213968
2025-03-27,3362.712,3394.035,3351.174,3373.749,41477631400,000001.SH,0.14996896426124895
2025-03-28,3372.039,3375.053,3346.081,3351.307,41228428900,000001.SH,-0.6651947136553482
2025-03-31,3343.344,3361.742,3317.738,3335.746,47257197800,000001.SH,-0.46432630612474046
2025-04-01,3340.712,3357.622,3338.779,3348.435,42258867000,000001.SH,0.38039467033761376
2025-04-02,3344.171,3361.134,3343.116,3350.127,35012736400,000001.SH,0.05053106899193249
2025-04-03,3319.606,3358.426,3319.606,3342.008,40051782700,000001.SH,-0.2423490213953161
2025-04-07,3193.102,3217.782,3040.693,3096.576,66219958400,000001.SH,-7.343848369004502
